studyYear	programDbId	programName	programDescription	studyDbId	studyName	studyDescription	studyDesign	plotWidth	plotLength	fieldSize	fieldTrialIsPlannedToBeGenotyped	fieldTrialIsPlannedToCross	plantingDate	harvestDate	locationDbId	locationName	germplasmDbId	germplasmName	germplasmSynonyms	observationLevel	observationUnitDbId	observationUnitName	replicate	blockNumber	plotNumber	rowNumber	colNumber	entryType	plantNumber	plantedSeedlotStockDbId	plantedSeedlotStockUniquename	plantedSeedlotCurrentCount	plantedSeedlotCurrentWeightGram	plantedSeedlotBoxName	plantedSeedlotTransactionCount	plantedSeedlotTransactionWeight	plantedSeedlotTransactionDescription	availableGermplasmSeedlotUniquenames	DMCP	FRW	FSWMIK	HIV	notes
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39960	UG120119		plot	40116	UG120119_block:6_plot:TP119_2012_NaCRRI	1	6	119			test											36.3	1.8	2.1	0.46	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	38981	UG120120		plot	40117	UG120120_block:6_plot:TP120_2012_NaCRRI	1	6	120			test											29.8	8.5	6.4	0.57	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	38982	UG120121		plot	40118	UG120121_block:6_plot:TP121_2012_NaCRRI	1	6	121			test											25.1	1.1	6.2	0.15	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	38983	UG120122		plot	40119	UG120122_block:6_plot:TP122_2012_NaCRRI	1	6	122			test											44.4	2.4	6.7	0.26	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39961	UG120123		plot	40120	UG120123_block:6_plot:TP123_2012_NaCRRI	1	6	123			test											40.7	2.3	3.5	0.4	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	38984	UG120124		plot	40121	UG120124_block:6_plot:TP124_2012_NaCRRI	1	6	124			test											36.2	6.3	9.8	0.39	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39962	UG120125		plot	40122	UG120125_block:6_plot:TP125_2012_NaCRRI	1	6	125			test											32.3	2.4	2.5	0.49	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	38985	UG120126		plot	40123	UG120126_block:6_plot:TP126_2012_NaCRRI	1	6	126			test											24.4	3.1	4	0.44	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	38986	UG120127		plot	40124	UG120127_block:6_plot:TP127_2012_NaCRRI	1	6	127			test											32.7	1.5	2.3	0.39	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	38987	UG120128		plot	40125	UG120128_block:6_plot:TP128_2012_NaCRRI	1	6	128			test											28.2	1	2.3	0.3	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39963	UG120129		plot	40126	UG120129_block:6_plot:TP129_2012_NaCRRI	1	6	129			test											30.9	1.4	1.2	0.54	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39964	UG120130		plot	40127	UG120130_block:6_plot:TP130_2012_NaCRRI	1	6	130			test											37.5	4.4	4.2	0.51	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39965	UG120131		plot	40128	UG120131_block:6_plot:TP131_2012_NaCRRI	1	6	131			test											18.3	0.6	1.3	0.32	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	38988	UG120132		plot	40129	UG120132_block:6_plot:TP132_2012_NaCRRI	1	6	132			test											40.3	8.5	12.3	0.41	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	38989	UG120133		plot	40130	UG120133_block:7_plot:TP133_2012_NaCRRI	1	7	133			test											36.5	4	4	0.5	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	38990	UG120134		plot	40131	UG120134_block:7_plot:TP134_2012_NaCRRI	1	7	134			test											38.1	9	5	0.64	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	38991	UG120135		plot	40132	UG120135_block:7_plot:TP135_2012_NaCRRI	1	7	135			test											31.6	8	10	0.44	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39966	UG120136		plot	40133	UG120136_block:7_plot:TP136_2012_NaCRRI	1	7	136			test											32.9	2	2	0.5	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	38992	UG120137		plot	40134	UG120137_block:7_plot:TP137_2012_NaCRRI	1	7	137			test											33.7	7	7	0.5	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	38993	UG120138		plot	40135	UG120138_block:7_plot:TP138_2012_NaCRRI	1	7	138			test											33.1	3	3	0.5	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	38994	UG120139		plot	40136	UG120139_block:7_plot:TP139_2012_NaCRRI	1	7	139			test											33	1	2.5	0.29	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39967	UG120140		plot	40137	UG120140_block:7_plot:TP140_2012_NaCRRI	1	7	140			test											31.2	2	2	0.5	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	38995	UG120141		plot	40138	UG120141_block:7_plot:TP141_2012_NaCRRI	1	7	141			test											39.1	2	6.5	0.24	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39968	UG120142		plot	40139	UG120142_block:7_plot:TP142_2012_NaCRRI	1	7	142			test											32.3	0.6	1	0.38	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	38996	UG120143		plot	40140	UG120143_block:7_plot:TP143_2012_NaCRRI	1	7	143			test											26.3	11	14	0.44	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	38997	UG120144		plot	40141	UG120144_block:7_plot:TP144_2012_NaCRRI	1	7	144			test											38.4	6	7	0.46	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	38998	UG120145		plot	40142	UG120145_block:7_plot:TP145_2012_NaCRRI	1	7	145			test											28.4	1	7	0.13	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	38999	UG120146		plot	40143	UG120146_block:7_plot:TP146_2012_NaCRRI	1	7	146			test											46.8	8	20	0.29	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39969	UG120147		plot	40144	UG120147_block:7_plot:TP147_2012_NaCRRI	1	7	147			test											36.4	0.5	3	0.14	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39000	UG120148		plot	40145	UG120148_block:7_plot:TP148_2012_NaCRRI	1	7	148			test											35.7	8	20	0.29	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39001	UG120149		plot	40146	UG120149_block:7_plot:TP149_2012_NaCRRI	1	7	149			test											28.4	3	3	0.5	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39002	UG120150		plot	40147	UG120150_block:7_plot:TP150_2012_NaCRRI	1	7	150			test											31.2	3	7	0.3	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39003	UG120151		plot	40148	UG120151_block:7_plot:TP151_2012_NaCRRI	1	7	151			test											27.6	4	9	0.31	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39004	UG120152		plot	40149	UG120152_block:7_plot:TP152_2012_NaCRRI	1	7	152			test													4		
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39005	UG120153		plot	40150	UG120153_block:7_plot:TP153_2012_NaCRRI	1	7	153			test											36.1	6	7	0.46	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39006	UG120154		plot	40151	UG120154_block:7_plot:TP154_2012_NaCRRI	1	7	154			test											26.1	6	5	0.55	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39970	UG120155		plot	40152	UG120155_block:8_plot:TP155_2012_NaCRRI	1	8	155			test											36.2	4.4	13.1	0.25	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39007	UG120156		plot	40153	UG120156_block:8_plot:TP156_2012_NaCRRI	1	8	156			test											37.9	3.8	12.3	0.24	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39008	UG120157		plot	40154	UG120157_block:8_plot:TP157_2012_NaCRRI	1	8	157			test											40.1	1.5	6.8	0.18	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39009	UG120158		plot	40155	UG120158_block:8_plot:TP158_2012_NaCRRI	1	8	158			test												2.1	8	0.21	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39971	UG120159		plot	40156	UG120159_block:8_plot:TP159_2012_NaCRRI	1	8	159			test													0.8		
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39010	UG120160		plot	40157	UG120160_block:8_plot:TP160_2012_NaCRRI	1	8	160			test											39.9	3.2	7	0.31	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39011	UG120161		plot	40158	UG120161_block:8_plot:TP161_2012_NaCRRI	1	8	161			test												5.9	8.2	0.42	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39012	UG120162		plot	40159	UG120162_block:8_plot:TP162_2012_NaCRRI	1	8	162			test											41.8	0.7	1	0.41	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39013	UG120163		plot	40160	UG120163_block:8_plot:TP163_2012_NaCRRI	1	8	163			test											42.1	3.5	12.5	0.22	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39014	UG120164		plot	40161	UG120164_block:8_plot:TP164_2012_NaCRRI	1	8	164			test											31.3	9	13.8	0.39	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39015	UG120165		plot	40162	UG120165_block:8_plot:TP165_2012_NaCRRI	1	8	165			test												1.1	6.8	0.14	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39016	UG120166		plot	40163	UG120166_block:8_plot:TP166_2012_NaCRRI	1	8	166			test												8.6	11.8	0.42	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39017	UG120167		plot	40164	UG120167_block:8_plot:TP167_2012_NaCRRI	1	8	167			test											29.9	1.7	4	0.3	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39972	UG120168		plot	40165	UG120168_block:8_plot:TP168_2012_NaCRRI	1	8	168			test											26.8	0.1	1.2	0.08	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39018	UG120169		plot	40166	UG120169_block:8_plot:TP169_2012_NaCRRI	1	8	169			test											38.1	2.6	6.2	0.3	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39019	UG120170		plot	40167	UG120170_block:8_plot:TP170_2012_NaCRRI	1	8	170			test											36.6	3	5.1	0.37	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39020	UG120171		plot	40168	UG120171_block:8_plot:TP171_2012_NaCRRI	1	8	171			test											31.9	0.5	3.2	0.14	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39021	UG120172		plot	40169	UG120172_block:8_plot:TP172_2012_NaCRRI	1	8	172			test												5	5.2	0.49	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39022	UG120173		plot	40170	UG120173_block:8_plot:TP173_2012_NaCRRI	1	8	173			test											36.9	2.1	5	0.3	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39023	UG120174		plot	40171	UG120174_block:8_plot:TP174_2012_NaCRRI	1	8	174			test											43.1	4.1	7.9	0.34	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39024	UG120175		plot	40172	UG120175_block:8_plot:TP175_2012_NaCRRI	1	8	175			test											38.6	4.6	5	0.48	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39025	UG120176		plot	40173	UG120176_block:8_plot:TP176_2012_NaCRRI	1	8	176			test											38.7	3.9	7.3	0.35	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39026	UG120177		plot	40174	UG120177_block:9_plot:TP177_2012_NaCRRI	1	9	177			test											34.7	5.8	7.8	0.43	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39027	UG120178		plot	40175	UG120178_block:9_plot:TP178_2012_NaCRRI	1	9	178			test											24.6	2	7.3	0.22	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39028	UG120179		plot	40176	UG120179_block:9_plot:TP179_2012_NaCRRI	1	9	179			test											38.9	4.4	5	0.47	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39973	UG120180		plot	40177	UG120180_block:9_plot:TP180_2012_NaCRRI	1	9	180			test											41.4	1.5	2.1	0.42	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39029	UG120181		plot	40178	UG120181_block:9_plot:TP181_2012_NaCRRI	1	9	181			test											36.4	6.2	8.2	0.43	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39030	UG120182		plot	40179	UG120182_block:9_plot:TP182_2012_NaCRRI	1	9	182			test												1.1	4.4	0.2	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39031	UG120183		plot	40180	UG120183_block:9_plot:TP183_2012_NaCRRI	1	9	183			test											36.7	1.8	5.7	0.24	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39032	UG120184		plot	40181	UG120184_block:9_plot:TP184_2012_NaCRRI	1	9	184			test											19.4	12	10	0.55	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39033	UG120185		plot	40182	UG120185_block:9_plot:TP185_2012_NaCRRI	1	9	185			test												4.7	6.1	0.44	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39034	UG120186		plot	40183	UG120186_block:9_plot:TP186_2012_NaCRRI	1	9	186			test											38.9	2.6	11.4	0.19	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39035	UG120187		plot	40184	UG120187_block:9_plot:TP187_2012_NaCRRI	1	9	187			test											44.5	3.8	12.5	0.23	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39036	UG120188		plot	40185	UG120188_block:9_plot:TP188_2012_NaCRRI	1	9	188			test															
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39037	UG120189		plot	40186	UG120189_block:9_plot:TP189_2012_NaCRRI	1	9	189			test											44.8	4.1	9.4	0.3	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39038	UG120190		plot	40187	UG120190_block:9_plot:TP190_2012_NaCRRI	1	9	190			test											42.2	6.9	18	0.28	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39039	UG120191		plot	40188	UG120191_block:9_plot:TP191_2012_NaCRRI	1	9	191			test											40.5	1.4	9.7	0.13	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39040	UG120192		plot	40189	UG120192_block:9_plot:TP192_2012_NaCRRI	1	9	192			test											41	2.8	11.3	0.2	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39041	UG120193		plot	40190	UG120193_block:9_plot:TP193_2012_NaCRRI	1	9	193			test											45.5	1.6	5.1	0.24	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39042	UG120194		plot	40191	UG120194_block:9_plot:TP194_2012_NaCRRI	1	9	194			test											41.6	7.5	13.2	0.36	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39043	UG120195		plot	40192	UG120195_block:9_plot:TP195_2012_NaCRRI	1	9	195			test											41.8	3.7	11.6	0.24	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39044	UG120196		plot	40193	UG120196_block:9_plot:TP196_2012_NaCRRI	1	9	196			test												8.9	20.4	0.3	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39045	UG120197		plot	40194	UG120197_block:9_plot:TP197_2012_NaCRRI	1	9	197			test											43.6	0.9	3.7	0.2	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39046	UG120198		plot	40195	UG120198_block:9_plot:TP198_2012_NaCRRI	1	9	198			test											41.5	9.5	6	0.61	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39047	UG120199		plot	40196	UG120199_block:10_plot:TP199_2012_NaCRRI	1	10	199			test											30.9	8	6	0.57	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39974	UG120200		plot	40197	UG120200_block:10_plot:TP200_2012_NaCRRI	1	10	200			test											38.5	2.5	2.5	0.5	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39048	UG120201		plot	40198	UG120201_block:10_plot:TP201_2012_NaCRRI	1	10	201			test											29.6	7	7	0.5	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39049	UG120202		plot	40199	UG120202_block:10_plot:TP202_2012_NaCRRI	1	10	202			test											32.9	1	3	0.25	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39975	UG120203		plot	40200	UG120203_block:10_plot:TP203_2012_NaCRRI	1	10	203			test											36.9	4	3	0.57	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39976	UG120204		plot	40201	UG120204_block:10_plot:TP204_2012_NaCRRI	1	10	204			test													1		
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39050	UG120205		plot	40202	UG120205_block:10_plot:TP205_2012_NaCRRI	1	10	205			test											36.4	2	9	0.18	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39051	UG120206		plot	40203	UG120206_block:10_plot:TP206_2012_NaCRRI	1	10	206			test											37.4	2	6	0.25	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39052	UG120207		plot	40204	UG120207_block:10_plot:TP207_2012_NaCRRI	1	10	207			test											40	7	6	0.54	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39053	UG120208		plot	40205	UG120208_block:10_plot:TP208_2012_NaCRRI	1	10	208			test											38.8	5	9	0.36	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39977	UG120209		plot	40206	UG120209_block:10_plot:TP209_2012_NaCRRI	1	10	209			test													0.5		
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39054	UG120210		plot	40207	UG120210_block:10_plot:TP210_2012_NaCRRI	1	10	210			test											35.4	5	7	0.42	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39055	UG120211		plot	40208	UG120211_block:10_plot:TP211_2012_NaCRRI	1	10	211			test											28.5	15	17	0.47	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39978	UG120212		plot	40209	UG120212_block:10_plot:TP212_2012_NaCRRI	1	10	212			test											24.8	3	4	0.43	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39056	UG120213		plot	40210	UG120213_block:10_plot:TP213_2012_NaCRRI	1	10	213			test											38	1	4	0.2	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39979	UG120214		plot	40211	UG120214_block:10_plot:TP214_2012_NaCRRI	1	10	214			test											28.2	1	2.5	0.29	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39057	UG120215		plot	40212	UG120215_block:10_plot:TP215_2012_NaCRRI	1	10	215			test											38.4		6		
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39058	UG120216		plot	40213	UG120216_block:10_plot:TP216_2012_NaCRRI	1	10	216			test											37.7	3	5	0.38	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39980	UG120217		plot	40214	UG120217_block:10_plot:TP217_2012_NaCRRI	1	10	217			test											31.2	1	2	0.33	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39059	UG120218		plot	40215	UG120218_block:10_plot:TP218_2012_NaCRRI	1	10	218			test											35.1	7	7	0.5	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39060	UG120219		plot	40216	UG120219_block:10_plot:TP219_2012_NaCRRI	1	10	219			test											42.9	7	9	0.44	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39061	UG120220		plot	40217	UG120220_block:10_plot:TP220_2012_NaCRRI	1	10	220			test											41.9	13	11	0.54	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39062	UG120221		plot	40218	UG120221_block:11_plot:TP221_2012_NaCRRI	1	11	221			test											43	13.5	18	0.43	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39063	UG120222		plot	40219	UG120222_block:11_plot:TP222_2012_NaCRRI	1	11	222			test											24.5	3.8	4.5	0.46	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39064	UG120223		plot	40220	UG120223_block:11_plot:TP223_2012_NaCRRI	1	11	223			test											30.2	4.5	10	0.31	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39065	UG120224		plot	40221	UG120224_block:11_plot:TP224_2012_NaCRRI	1	11	224			test											30.9	1.3	3.2	0.29	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39066	UG120225		plot	40222	UG120225_block:11_plot:TP225_2012_NaCRRI	1	11	225			test												4.1	5	0.45	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39067	UG120226		plot	40223	UG120226_block:11_plot:TP226_2012_NaCRRI	1	11	226			test											35.6	2.8	3	0.48	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39068	UG120227		plot	40224	UG120227_block:11_plot:TP227_2012_NaCRRI	1	11	227			test											43.3	5.1	5.5	0.48	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39069	UG120228		plot	40225	UG120228_block:11_plot:TP228_2012_NaCRRI	1	11	228			test											40.5	4	5.9	0.4	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39070	UG120229		plot	40226	UG120229_block:11_plot:TP229_2012_NaCRRI	1	11	229			test											31.5	1.7	2	0.46	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39071	UG120230		plot	40227	UG120230_block:11_plot:TP230_2012_NaCRRI	1	11	230			test											41.9	1.6	1	0.62	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39072	UG120231		plot	40228	UG120231_block:11_plot:TP231_2012_NaCRRI	1	11	231			test											29	2.5	2.8	0.47	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39073	UG120232		plot	40229	UG120232_block:11_plot:TP232_2012_NaCRRI	1	11	232			test											32.9	3.2	14.6	0.18	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39981	UG120233		plot	40230	UG120233_block:11_plot:TP233_2012_NaCRRI	1	11	233			test												0.1	5	0.02	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39074	UG120234		plot	40231	UG120234_block:11_plot:TP234_2012_NaCRRI	1	11	234			test											43	2	5.5	0.27	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39075	UG120235		plot	40232	UG120235_block:11_plot:TP235_2012_NaCRRI	1	11	235			test											33.2	2.8	13.5	0.17	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39982	UG120236		plot	40233	UG120236_block:11_plot:TP236_2012_NaCRRI	1	11	236			test															
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39983	UG120237		plot	40234	UG120237_block:11_plot:TP237_2012_NaCRRI	1	11	237			test											27	0.4	3.6	0.1	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39076	UG120238		plot	40235	UG120238_block:11_plot:TP238_2012_NaCRRI	1	11	238			test											35.6	2.6	14	0.16	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39077	UG120239		plot	40236	UG120239_block:11_plot:TP239_2012_NaCRRI	1	11	239			test											33.2	5.7	10.5	0.35	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39078	UG120240		plot	40237	UG120240_block:11_plot:TP240_2012_NaCRRI	1	11	240			test											31	3.5	7.5	0.32	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39984	UG120241		plot	40238	UG120241_block:11_plot:TP241_2012_NaCRRI	1	11	241			test											40.3		0.3		
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39079	UG120242		plot	40239	UG120242_block:11_plot:TP242_2012_NaCRRI	1	11	242			test												6.5	11	0.37	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39080	UG120243		plot	40240	UG120243_block:12_plot:TP243_2012_NaCRRI	1	12	243			test											31.6	7	21.5	0.25	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39081	UG120244		plot	40241	UG120244_block:12_plot:TP244_2012_NaCRRI	1	12	244			test											19.7	4	4	0.5	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39082	UG120245		plot	40242	UG120245_block:12_plot:TP245_2012_NaCRRI	1	12	245			test											33.5	3	10	0.23	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39083	UG120246		plot	40243	UG120246_block:12_plot:TP246_2012_NaCRRI	1	12	246			test											34.6	1	5	0.17	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39084	UG120247		plot	40244	UG120247_block:12_plot:TP247_2012_NaCRRI	1	12	247			test											38.6	6	6	0.5	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39085	UG120248		plot	40245	UG120248_block:12_plot:TP248_2012_NaCRRI	1	12	248			test											43.5	6	23	0.21	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39985	UG120249		plot	40246	UG120249_block:12_plot:TP249_2012_NaCRRI	1	12	249			test												4	2	0.67	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39086	UG120250		plot	40247	UG120250_block:12_plot:TP250_2012_NaCRRI	1	12	250			test											32.2	1	2	0.33	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39087	UG120251		plot	40248	UG120251_block:12_plot:TP251_2012_NaCRRI	1	12	251			test											45.8	8	25	0.24	
