Child	Child Id	Mother	Mother Id	Father	Father Id	Pedigree Conflict Score
TMS14F1295P0014	77295	IITA-TMS-IBA930265	69707	IITA-TMS-IBA930265	69707	0.0715691288299907
TMS14F1295P0015	77927	IITA-TMS-IBA930265	69707	IITA-TMS-IBA930265	69707	0.0715524525281274
TMS14F1295P0019	76969	IITA-TMS-IBA930265	69707	IITA-TMS-IBA930265	69707	0.0694762529461467
TMS14F1295P0020	76879	IITA-TMS-IBA930265	69707	IITA-TMS-IBA930265	69707	0.0501901098412416
TMS14F1294P0001	84765	IITA-TMS-IBA930265	69707	IITA-TMS-IBA930265	69707	0.0487754035665051
TMS14F1294P0002	84639	IITA-TMS-IBA930265	69707	IITA-TMS-IBA930265	69707	0.0505792235513852
TMS14F1294P0003	84741	IITA-TMS-IBA930265	69707	IITA-TMS-IBA930265	69707	0.0474274024992217
TMS14F1294P0004	84825	IITA-TMS-IBA930265	69707	IITA-TMS-IBA930265	69707	0.0527860541646284
TMS14F1294P0005	84433	IITA-TMS-IBA930265	69707	IITA-TMS-IBA930265	69707	0.0509961310979677
TMS14F1294P0006	84257	IITA-TMS-IBA930265	69707	IITA-TMS-IBA930265	69707	0.0495230577667096
TMS14F1294P0007	84329	IITA-TMS-IBA930265	69707	IITA-TMS-IBA930265	69707	0.0333331480410904
TMS14F1294P0008	84455	IITA-TMS-IBA930265	69707	IITA-TMS-IBA930265	69707	0.0367462311557789
TMS14F1294P0009	84743	IITA-TMS-IBA930265	69707	IITA-TMS-IBA930265	69707	0.0704045670832036
TMS14F1294P0010	84761	IITA-TMS-IBA930265	69707	IITA-TMS-IBA930265	69707	0.0468826433050207
TMS14F1294P0011	84679	IITA-TMS-IBA930265	69707	IITA-TMS-IBA930265	69707	0.0491645172766487
TMS14F1294P0012	84689	IITA-TMS-IBA930265	69707	IITA-TMS-IBA930265	69707	0.047255080713301
TMS14F1294P0013	84849	IITA-TMS-IBA930265	69707	IITA-TMS-IBA930265	69707	0.0333025748210077
TMS14F1294P0014	84541	IITA-TMS-IBA930265	69707	IITA-TMS-IBA930265	69707	0.0475635922977721
TMS14F1285P0001	84315	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.0452706007915684
TMS14F1285P0002	84311	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.0406623827100102
TMS14F1285P0003	84375	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.0436585582781163
TMS14F1285P0004	84799	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.0446841508427092
TMS14F1285P0005	84785	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.0427441410592787
TMS14F1285P0006	84829	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.0448787076977809
TMS14F1285P0007	84805	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.0438475563659003
TMS14F1285P0008	84411	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.0394644683594966
TMS14F1285P0009	84265	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.044923177836083
TMS14F1285P0010	84349	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.0414711833503802
TMS14F1285P0011	84283	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.0433417085427136
TMS14F1285P0014	84699	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.0458320362876329
TMS14F1285P0015	84669	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.0409653355271935
TMS14F1285P0018	84269	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.0450621470182773
TMS14F1285P0019	84593	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.0416268288344377
TMS14F1285P0020	84971	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.0436252056743897
TMS14F1291P0002	84899	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.0444312269311158
TMS14F1291P0003	84305	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.0422271757015165
TMS14F1291P0004	84377	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.0450315737981946
TMS14F1291P0005	84479	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.0452455863387735
TMS14F1291P0006	84817	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.044139391648508
TMS14F1291P0007	84821	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.0450399119491262
TMS14F1291P0009	84831	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.045448481344777
TMS14F1291P0010	84787	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.0748154489260462
TMS14F1291P0011	84391	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.0426135100280162
TMS14F1291P0012	84277	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.045473495797572
TMS14F1291P0013	84359	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.0426496420153867
TMS14F1291P0014	84529	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.047613621203362
TMS14F1291P0015	84925	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.0434167519010984
TMS14F1291P0019	84931	IITA-TMS-IBA961632	68669	IITA-TMS-IBA961632	68669	0.0414267132120781
TMS14F1302P0001	76579	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0471661404366968
TMS14F1302P0002	77373	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0452761595588562
TMS14F1302P0003	78255	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0475441366122649
TMS14F1302P0004	77433	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0430637701783253
TMS14F1302P0005	78789	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0421160003557611
TMS14F1302P0006	77655	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0473829323609196
TMS14F1302P0007	78741	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0469271134433228
TMS14F1302P0008	77527	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0466714101480855
TMS14F1302P0009	76723	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0445785342642415
TMS14F1302P0010	76571	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0448175612576155
TMS14F1302P0011	78597	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0425440254369192
TMS14F1302P0012	77107	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0461488860230356
TMS14F1302P0013	77975	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0472189487259306
TMS14F1302P0014	77935	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0469549072797616
TMS14F1302P0015	78069	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0498260105838929
TMS14F1302P0016	77185	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0428970071596922
TMS14F1302P0017	76985	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0466436163116467
TMS14F1302P0018	76947	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0484724507493218
TMS14F1302P0019	77055	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0483362609507716
TMS14F1302P0020	77043	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0472106105749989
TMS14F1298P0001	78277	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0449871036598923
TMS14F1298P0002	78083	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0443645217236626
TMS14F1298P0003	77731	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0453678792191043
TMS14F1298P0004	77983	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0488004180193
TMS14F1298P0005	78535	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0472634188642327
TMS14F1298P0006	77425	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0475246809267577
TMS14F1298P0007	76673	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0453400853826655
TMS14F1298P0008	77475	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0449759861253168
TMS14F1298P0009	78321	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0463323253435318
TMS14F1298P0010	77191	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0442839195979899
TMS14F1298P0011	78593	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0485169208876239
TMS14F1298P0014	77111	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0462155912304887
TMS14F1298P0015	78639	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0466741895317294
TMS14F1298P0019	77965	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0458320362876329
TMS14F1298P0020	77335	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.048658669453462
TMS14F1299P0001	77831	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0491395028238538
TMS14F1299P0002	77875	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0499594209987994
TMS14F1299P0003	78451	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.048539155956775
TMS14F1299P0004	77279	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0497342909236448
TMS14F1299P0005	76785	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0501039489482812
TMS14F1299P0006	77411	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0504485925201228
TMS14F1299P0007	78371	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0492812513896919
TMS14F1299P0009	77719	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0499844354515943
TMS14F1299P0010	77595	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0480861164228221
TMS14F1299P0011	78801	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.04532896784809
TMS14F1299P0015	78663	IITA-TMS-IBA993073	68475	IITA-TMS-IBA993073	68475	0.0506876195134967
TMS14F1286P0001	84341	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0403038422199493
TMS14F1286P0002	84445	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0483056877306889
TMS14F1286P0003	84709	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0379524836572241
TMS14F1286P0004	84633	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.045662493885356
TMS14F1286P0005	84735	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0529917285542758
TMS14F1286P0006	84435	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0371492417841419
TMS14F1286P0007	84425	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0468576288522258
TMS14F1286P0008	84263	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0487281540445591
TMS14F1286P0009	84355	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0379858362609508
TMS14F1286P0010	84343	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0428580957886779
TMS14F1286P0011	84483	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0440838039756304
TMS14F1286P0012	84721	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0449342953706586
TMS14F1286P0013	84609	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0398785965224352
TMS14F1286P0014	84921	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0482362031395918
TMS14F1286P0015	84461	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.046279517054298
TMS14F1286P0016	84951	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0515269933739494
TMS14F1286P0017	84291	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0395200560323743
TMS14F1286P0018	84975	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0417018721928225
TMS14F1286P0019	84585	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0483584960199226
TMS14F1286P0020	84853	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0395923200071152
TMS14F1292P0001	84317	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0509933517143238
TMS14F1292P0002	84261	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.049039445012674
TMS14F1292P0003	84363	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.048466891982034
TMS14F1292P0004	84875	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0530778894472361
TMS14F1292P0005	84811	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0485280384221994
TMS14F1292P0006	84781	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0490727976164006
TMS14F1292P0007	84797	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0531473740383333
TMS14F1292P0008	84417	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0498788188731267
TMS14F1292P0009	84281	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0466519544625784
TMS14F1292P0010	84361	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0470994352292435
TMS14F1292P0011	84289	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0474107261973584
TMS14F1292P0012	84515	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0485808467114333
TMS14F1292P0013	84897	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0466463956952906
TMS14F1292P0014	84695	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0423049984435452
TMS14F1292P0015	84659	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0467492328901142
TMS14F1292P0016	84511	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0479804998443545
TMS14F1292P0017	84965	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0490700182327567
TMS14F1292P0018	84267	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0503151821052163
TMS14F1292P0019	84985	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0507848979410326
TMS14F1292P0020	84587	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0453484235335971
TMS14F1287P0001	84889	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0455596566905323
TMS14F1287P0002	84665	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0439364966425045
TMS14F1287P0003	84767	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0434278694356739
TMS14F1287P0004	84643	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0439503935607239
TMS14F1287P0005	84895	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0440560101391916
TMS14F1287P0006	84499	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0448231200249033
TMS14F1287P0007	84325	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0457208609418776
TMS14F1287P0008	84323	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0462683995197225
TMS14F1287P0009	84907	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0452428069551296
TMS14F1287P0010	84523	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0401259616667408
TMS14F1287P0011	84865	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0466297193934273
TMS14F1287P0012	84763	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0423939387201494
TMS14F1287P0014	84789	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0414016987592831
TMS14F1287P0015	84443	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0479054564859697
TMS14F1287P0018	84857	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0445479610441588
TMS14F1287P0019	84749	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0469493485124739
TMS14F1287P0020	84877	IITA-TMS-MM970806	68273	IITA-TMS-MM970806	68273	0.0462461644505714
TMS14F1303P0001	78311	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0392893671899319
TMS14F1303P0002	77507	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0443839774091698
TMS14F1303P0003	77753	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0404983990750212
TMS14F1303P0004	77669	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.04185751767688
TMS14F1303P0005	78243	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0406179125717081
TMS14F1303P0006	77363	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0453678792191043
TMS14F1303P0007	76699	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0395144972650865
TMS14F1303P0008	77513	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.039742406723885
TMS14F1303P0009	78279	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0400342420064926
TMS14F1303P0010	77151	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0416935340418909
TMS14F1303P0011	78497	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.041665740205452
TMS14F1303P0012	77955	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0435001334104149
TMS14F1303P0013	78031	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0448314581758349
TMS14F1303P0014	77081	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0393810868501802
TMS14F1303P0015	76945	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.043783630542091
TMS14F1303P0016	76609	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0452983946280073
TMS14F1303P0017	77029	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.040620691955352
TMS14F1303P0018	78177	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0403121803708809
TMS14F1303P0019	78179	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0400203450882732
TMS14F1303P0020	78189	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0445729754969538
TMS14F1300P0001	77851	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0413210966336105
TMS14F1300P0002	77237	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0508599412994174
TMS14F1300P0003	78437	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0510155867834748
TMS14F1300P0004	76707	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0450037799617556
TMS14F1300P0005	78621	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0387056966247165
TMS14F1300P0006	77115	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0514158180281941
TMS14F1300P0007	78829	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0387112553920043
TMS14F1300P0008	77697	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0382665540089829
TMS14F1300P0009	78559	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.038147040512296
TMS14F1300P0010	77599	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0504847245074932
TMS14F1300P0011	78351	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0520828701027261
TMS14F1300P0012	77539	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0485169208876239
TMS14F1300P0013	76645	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0488504469248899
TMS14F1300P0014	76795	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0414239338284342
TMS14F1300P0015	78507	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0450399119491262
TMS14F1300P0016	78043	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0390253257437631
TMS14F1300P0017	77713	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0509850135633921
TMS14F1300P0018	77999	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0360486058611642
TMS14F1300P0019	78289	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0394978209632232
TMS14F1300P0020	77165	IITA-TMS-ZAR930151	69717	IITA-TMS-ZAR930151	69717	0.0382748921599146
TMS13F2077P0016	90687	IITA-TMS-IBA070004	68265	IITA-TMS-IBA070004	68265	0.0444089918619647
TMS13F2077P0028	91441	IITA-TMS-IBA070004	68265	IITA-TMS-IBA070004	68265	0.0469243340596789
TMS13F2077P0031	91041	IITA-TMS-IBA070004	68265	IITA-TMS-IBA070004	68265	0.0468214968648553
TMS13F2077P0034	90727	IITA-TMS-IBA070004	68265	IITA-TMS-IBA070004	68265	0.0450260150309068
TMS13F2077P0043	90837	IITA-TMS-IBA070004	68265	IITA-TMS-IBA070004	68265	0.0476414150398008
TMS13F2077P0021	91141	IITA-TMS-IBA070004	68265	IITA-TMS-IBA070004	68265	0.0451483079112376
TMS13F2077P0024	91485	IITA-TMS-IBA070004	68265	IITA-TMS-IBA070004	68265	0.0468882020723085
TMS13F2077P0033	90997	IITA-TMS-IBA070004	68265	IITA-TMS-IBA070004	68265	0.047135567216614
TMS13F2077P0036	91335	IITA-TMS-IBA070004	68265	IITA-TMS-IBA070004	68265	0.0467047627518121
TMS13F2077P0039	91211	IITA-TMS-IBA070004	68265	IITA-TMS-IBA070004	68265	0.0457986836839063
TMS13F2077P0048	90963	IITA-TMS-IBA070004	68265	IITA-TMS-IBA070004	68265	0.0465463378841108
TMS13F2077P0013	91255	IITA-TMS-IBA070004	68265	IITA-TMS-IBA070004	68265	0.0476858851781029
TMS13F2077P0023	90939	IITA-TMS-IBA070004	68265	IITA-TMS-IBA070004	68265	0.0463100902743807
TMS13F2077P0026	91465	IITA-TMS-IBA070004	68265	IITA-TMS-IBA070004	68265	0.046351781029039
TMS13F2077P0029	91097	IITA-TMS-IBA070004	68265	IITA-TMS-IBA070004	68265	0.0463934717836972
TMS13F2077P0038	91135	IITA-TMS-IBA070004	68265	IITA-TMS-IBA070004	68265	0.0485836260950772
TMS13F2077P0041	91305	IITA-TMS-IBA070004	68265	IITA-TMS-IBA070004	68265	0.04694656912883
TMS13F2077P0044	90757	IITA-TMS-IBA070004	68265	IITA-TMS-IBA070004	68265	0.0475913861342109
TMS13F1002P0001	83883	IITA-TMS-IBA930265	69707	IITA-TMS-IBA930265	69707	0.0458709476586472
TMS13F1002P0004	84167	IITA-TMS-IBA930265	69707	IITA-TMS-IBA930265	69707	0.0379608218081559
TMS13F1002P0007	83965	IITA-TMS-IBA930265	69707	IITA-TMS-IBA930265	69707	0.0452650420242807
TMS13F1002P0010	83725	IITA-TMS-IBA930265	69707	IITA-TMS-IBA930265	69707	0.0320685284831236
TMS13F1003P0001	84109	IITA-TMS-IBA960557	68481	IITA-TMS-IBA960557	68481	0.0593148263441099
TMS13F1003P0004	84069	IITA-TMS-IBA960557	68481	IITA-TMS-IBA960557	68481	0.0713717925912749
TMS13F1003P0007	83593	IITA-TMS-IBA960557	68481	IITA-TMS-IBA960557	68481	0.0621136656735003
TMS13F1003P0010	84107	IITA-TMS-IBA960557	68481	IITA-TMS-IBA960557	68481	0.0672833192511229
TMS13F1003P0013	83783	IITA-TMS-IBA960557	68481	IITA-TMS-IBA960557	68481	0.0791290523413528
TMS13F1008P0003	83615	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0339223773735936
TMS13F1008P0009	84101	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.056318650776004
TMS13F1008P0012	84039	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0424828789967536
TMS13F1008P0015	83577	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0438948058878463
TMS13F1008P0018	83817	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0501511984702272
TMS13F1008P0021	84199	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0484585538311024
TMS13F1009P0001	83687	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0420048250100058
TMS13F1009P0004	84011	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0558350380219682
TMS13F1009P0010	83785	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0395812024725397
TMS13F1009P0019	84175	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0521662516120425
TMS13F1009P0022	83837	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0517660203673234
TMS13F1009P0025	83961	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0400092275536977
TMS13F1009P0028	83679	IITA-TMS-MM964500	67883	IITA-TMS-MM964500	67883	0.0517271089963089
TMS13F1012P0007	83685	IITA-TMS-IBA996016	70651	IITA-TMS-IBA996016	70651	0.0696291190465602
TMS13F1012P0010	83581	IITA-TMS-IBA996016	70651	IITA-TMS-IBA996016	70651	0.0589924178414195
TMS13F1012P0016	83919	IITA-TMS-IBA996016	70651	IITA-TMS-IBA996016	70651	0.0591369457909015
TMS13F1016P0003	86001	IITA-TMS-IBA010903	68267	IITA-TMS-IBA010903	68267	0.047541357228621
TMS13F1017P0001	83841	IITA-TMS-IBA010903	68267	IITA-TMS-IBA010903	68267	0.0511073064437231
TMS13F1017P0004	83957	IITA-TMS-IBA010903	68267	IITA-TMS-IBA010903	68267	0.0539506159114155
TMS13F1017P0007	83633	IITA-TMS-IBA010903	68267	IITA-TMS-IBA010903	68267	0.0552569262240405
TMS13F1017P0010	84195	IITA-TMS-IBA010903	68267	IITA-TMS-IBA010903	68267	0.0487503891137101
TMS13F1018P0001	84027	IITA-TMS-IBA010903	68267	IITA-TMS-IBA010903	68267	0.046162782941255
TMS13F1018P0004	83585	IITA-TMS-IBA010903	68267	IITA-TMS-IBA010903	68267	0.0568689687374928
TMS13F1018P0007	83993	IITA-TMS-IBA010903	68267	IITA-TMS-IBA010903	68267	0.0552235736203139
TMS13F1018P0010	84021	IITA-TMS-IBA010903	68267	IITA-TMS-IBA010903	68267	0.0468187174812114
TMS13F1024P0003	85613	IITA-TMS-IBA010903	68267	IITA-TMS-IBA010903	68267	0.0565938097567483
TMS13F1024P0006	85763	IITA-TMS-IBA010903	68267	IITA-TMS-IBA010903	68267	0.0576332992395606
TMS13F1028P0002	84219	IITA-TMS-IBA940018	68067	IITA-TMS-IBA940018	68067	0.0367378930048472
